type	corpus	en_source	ko_reference	ko_target	annotation	accuracy	fluency	style	total
Training	GlobalVoices	"One of Kommersant's sources pointed out that signing an agreement with IXcellerate was ""not just a formal compliance with the law on personal data,"" but ""a serious deal."" "	"한 뉴스 소식통은 애플이 익셀러레이트와 체결한 협정은 단순히 ""러시아 데이터 현지화 법에 공식적으로 따르기 위한"" 체결한 협정이 아니라 ""아주 중대한 거래""를 성사시키기 위한 협정이라고 지적했다. "	코메르산트 관계자에 따르면 IXcellerate와의 계약 체결은 개인정보 규제에 대한 단순한 상징적 대응이 아니라 의미 있는 거래였다.	"Accuracy: One(omission/major), 규제에(mistranslation/major), 상징적 대응이(mistranslation/major)
Fluency: 의미 있는 거래였다.(unnaturalness/minor), IXcellerate(untranslated text/major)
Style: 코메르산트 관계자에 따르면(structure/major)"	20.0	8.0	5.0	33.0
Training	GlobalVoices	Karen Gil wrote on her blog a close account of the events: 	카렌 길은 자신의 블로그에 이 상황의 관해 상세하게 설명을 적었다: 	사건에 대한 자세한 보고서는 Karen Gil이 자신의 블로그에 기록했습니다.	"Accuracy: Karen Gil(untranslated text/major)
Fluency: Karen Gil(untranslated text/major), 보고서는 기록했습니다.(unnaturalness/minor)
Style: -"	10.0	12.0	0.0	22.0
Training	GlobalVoices	They will be more energetic. 	홍콩 젊은층은 활력이 넘쳐날 것입니다. 	그들의 에너지 수준이 높아질 것입니다.	"Accuracy: 그들의 에너지 수준이 높아질(mistranslation/minor)
Fluency: -
Style: 그들의 에너지 수준이 높아질 것입니다.(structure/major)"	4.0	0.0	5.0	9.0
Training	GlobalVoices	I will be live tweeting from the ground. 	전 그 곳에서 트위터 생중계를 할 예정입니다. 	현장에 있는 동안 Twitter를 통해 실시간 업데이트를 제공할 계획입니다.	"Accuracy: 있는 동안(mistranslation/minor), Twitter를(untranslated text/major), 업데이트를(mistranslation/major)
Fluency: 실시간 업데이트를 제공할(unnaturalness/minor), Twitter(untranslated text/major)
Style: -"	12.0	8.0	0.0	20.0
Training	GlobalVoices	2011 Elections: The issue is debated but refused by the majority 	2011년 선거: 여성 투표 허용에 대해 논의가 있었지만 결국 다수에 의해 거부되었습니다. 	대다수는 2011년 선거에서 논의된 문제를 거부했습니다.	"Accuracy: but(omission/major)
Fluency: -
Style: 2011 Elections:(structure/major), 대다수는 2011년 선거에서 논의된 문제를 거부했습니다.(structure/major)"	5.0	0.0	10.0	15.0
Training	GlobalVoices	Like many Saudi women, Al-Yami sees the landmark elections with a lot of hope, for improving the conditions of women in the Kingdom. 	여느 사우디 여성들과 마찬가지로 알 야미 역시 이번을 계기로 사우디 여성들이 처한 환경이 개선되기를 고대하며 이번 선거를 희망에 찬 시선으로 보고 있다. 	많은 사우디 여성과 마찬가지로 Al-Yami는 이정표 선거에 대해 낙관적이며 왕국에서 여성의 상황이 발전할 것으로 예상합니다.	"Accuracy: 상황이(mistranslation/major), Al-Yami(untranslated text/major)
Fluency: 이정표 선거에 대해 왕국에서 여성의 상황이 발전할 것으로 예상합니다.(unnaturalness/minor), Al-Yami(untranslated text/major)
Style: -"	10.0	14.0	0.0	24.0
Training	GlobalVoices	But now there is literally no oxygen to breathe. 	그러나 현재 이 말은 말 그대로 숨쉴 산소가 부족하다는 말이 되었다. 	현재 호흡할 수 있는 산소가 절대적으로 부족합니다.	"Accuracy: -
Fluency: -
Style: -"	0.0	0.0	0.0	0.0
Training	GlobalVoices	Gary Sauer-Thompson of Public Opinion echoes Lowenstein’s concerns about the role of the media who are seen still acting as the gatekeepers: 	Public Opinion의 게리 사우어-톰슨(Gary Sauer-Thompson)은 아직도 기존 언론이 게이트 키퍼(무엇이 이슈가 될 지를 거르는)의 역할을 한다는 점에 있어 로렌스타인과 우려를 함께 했다: 	게이트키퍼로서의 미디어의 지속적인 역할에 대해 Lowenstein이 표현한 우려는 Public Opinion의 Gary Sauer-Thompson에 의해 반영되었습니다.	"Accuracy: who are seen still acting(omission/minor), 지속적인(addition/major), Lowenstein(untranslated text/major), Public Opinion(untranslated text/major), Gary Sauer-Thompson(untranslated text/major)
Fluency: 게이트키퍼로서의 미디어의 의해 반영되었습니다.(unnaturalness/minor), Lowenstein(untranslated text/major), Public Opinion(untranslated text/major), Gary Sauer-Thompson(untranslated text/major)
Style: Gary Sauer-Thompson에 의해 반영되었습니다.(structure/major)"	35.0	29.0	5.0	69.0
Training	GlobalVoices	Outside the embarrassment factor, I fail to see what’s so amazing about the cables released by WikiLeaks 	망신을 당한다는 것만 빼고는, 위키리크스가 폭로한 문서들이 뭐가 그렇게 대단한 건지는 아직 잘 모르겠네요. 	당혹스럽다는 점을 제외하고는 WikiLeaks가 공개한 케이블의 놀라운 측면을 이해할 수 없습니다.	"Accuracy: WikiLeaks(untranslated text/major), 놀라운 측면을(mistranslation/major)
Fluency: WikiLeaks(untranslated text/major), 당혹스럽다는 점을 제외하고는 공개한 케이블의 놀라운 측면을(unnaturalness/minor)
Style: -"	15.0	12.0	0.0	27.0
Training	GlobalVoices	Pictures of Husni Mubarak have been torn down in public. 100+ arrested. 	후스니 무바라크의 사진을 공개적으로 훼손하자 100명이 넘는 사람들이 구속되었어요. 	Husni Mubarak의 이미지는 공공 장소에서 제거되었으며 100명 이상의 개인이 체포되었습니다.	"Accuracy: Husni Mubarak(untranslated text/major), 이미지는(mistranslation/minor)
Fluency: Husni Mubarak(untranslated text/major), 이미지는 공공 장소에서 제거되었으며(unnaturalness/minor), 개인이(unnaturalness/minor)
Style: -"	11.0	19.0	0.0	30.0
Training	GlobalVoices	"Some Taiwanese prefer to cover ""Republic of China"" on their passport with the sticker ""Republic of Taiwan."" "	"몇몇 대만인은 여권에 나와 있는 ""중화민국""이란 문구에 ""대만 공화국""이란 문구가 쓰인 스티커를 붙인다. "	대만의 특정 개인은 개인 여행 서류에 &quot;중화민국&quot;이라는 문구 위에 &quot;대만공화국&quot; 라벨을 부착하기로 선택합니다.	"Accuracy: 특정 개인은(mistranslation/minor), 여행 서류에(mistranslation/major), 선택합니다.(mistranslation/major)
Fluency: &quot; &quot; &quot; &quot;(encoding/major), 특정 개인은(unnaturalness/minor), 부착하기로 선택합니다.(unnaturalness/minor)
Style: -"	17.0	24.0	0.0	41.0
Training	GlobalVoices	And it wasn't long before more did come, albeit in an unlikely form after one local historian in Armenia reportedly discovered that garlic from Azerbaijan was on sale in his local supermarket. 	그리고 얼마 지나지 않아 아르메니아의 한 지역 역사가가 동네 슈퍼마켓에서 아제르바이잔산 마늘을 팔고 있다는 것을 발견한 이후 (비록 전혀 예상하지 않은 형태기는 했지만) 더 많은 것들이 몰려왔다. 	얼마 지나지 않아 더 많은 사람들이 도착했는데, 아르메니아에 상주하는 역사가가 아제르바이잔산 마늘이 근처 소매점에서 판매되고 있다는 폭로가 밝혀진 후 놀라운 방식으로 도착했습니다.	"Accuracy: 사람들이(mistranslation/major), 근처(mistranslation/minor), 폭로가(mistranslation/major), 놀라운 방식으로(mistranslation/major), 도착했습니다.(mistranslation/minor)
Fluency: 폭로가 밝혀진 후 놀라운 방식으로 도착했습니다.(unnaturalness/minor)
Style: -"	22.0	6.0	0.0	28.0
Training	GlobalVoices	Is South Korea government gearing up toward social media censorship? 	한국정부가 SNS를 검열할 준비를 하고 있는가? 	한국 정부는 소셜 미디어에 대한 검열을 강화할 계획이 있습니까?	"Accuracy: 계획이 있습니까?(mistranslation/major)
Fluency: -
Style: -"	10.0	0.0	0.0	10.0
Training	GlobalVoices	(PHOTO by the author. Used with permission). 	(사진 : 참가자 본인, 허가 후 개제) 	저자는 여기에 포함된 이 사진의 사용을 허가했습니다.	"Accuracy: -
Fluency: -
Style: 저자는 여기에 포함된 이 사진의 사용을 허가했습니다.(structure/major)"	0.0	0.0	5.0	5.0
Training	GlobalVoices	He said that his generation had been prosecuted by the Chinese Communists back in 1958 and 1959, so his generation should choose to self-immolate. 	대신 자신의 세대는 1958년부터 1959년 동안 중국 공산당의 박해에 시달렸으니 분신을 하더라도 자신들이 한다는 뜻이었다. 	그는 중국 공산주의자들이 1958년과 1959년에 그의 세대를 부당하게 표적으로 삼았으므로 그의 세대는 분신을 선택해야 한다고 주장했습니다.	"Accuracy: 부당하게 표적으로 삼았으므로(mistranslation/major)
Fluency: 그의 세대는 분신을 선택해야 한다고(unnaturalness/minor)
Style: -"	15.0	5.0	0.0	20.0
Training	GlobalVoices	Many parents expressed their concern about allowing such teachers to teach their children on their micro-blogs : 	많은 학부모들은 이런 선생들이 아이를 가르치도록 맡기는 것에 대한 우려의 목소리를 그들의 마이크로블로그에 올렸다: 	여러 부모가 교육자가 소셜 미디어 계정을 통해 자녀에게 지식을 전수하도록 승인하는 것에 대해 우려를 표명했습니다.	"Accuracy: 소셜 미디어 계정을 통해(mistranslation/major), such(omission/major), 지식을 전수하도록(mistranslation/major)
Fluency: 부모가 승인하는 것에 대해(unnaturalness/minor)
Style: -"	35.0	4.0	0.0	39.0
Training	GlobalVoices	Image from Rhizomática Wiki used under a Creative Commons license. 	리조마티카위키 이미지, 저작권 사용허가. 	Rhizomática Wiki에서 가져온 일러스트레이션으로 크리에이티브 커먼즈 라이선스에 따라 사용됩니다.	"Accuracy: 일러스트레이션으로(mistranslation/major), 크리에이티브 커먼즈(mistranslation/minor), 사용됩니다.(mistranslation/major), Rhizomática Wiki(untranslated text/major)
Fluency: 따라 사용됩니다.(unnaturalness/minor), Rhizomática Wiki(untranslated text/major)
Style: -"	22.0	12.0	0.0	34.0
Training	GlobalVoices	Here is for instance an example of the destruction at the Historic district of Bab Al Dreib in Homs: 	홈즈의 밥 알 드레이브의 역사 구역이 유린당하는 모습을 통해 유적지 파괴의 단면을 엿볼 수 있다. 	예를 들어, Homs의 역사적인 Bab Al Dreib 지역의 황폐화에 대한 그림이 아래에 제공됩니다.	"Accuracy: 그림이(mistranslation/major), Homs(untranslated text/major), Bab Al Dreib(untranslated text/major)
Fluency: 황폐화에 대한 그림이 아래에 제공됩니다.(unnaturalness/minor), Homs(untranslated text/major), Bab Al Dreib(untranslated text/major)
Style: -"	25.0	25.0	0.0	50.0
Training	GlobalVoices	The movie was also heavily discussed both in the press and on social networks, in no small part because of its illicit availability. 	이 영화를 영화관에서 보기 전에 이미 인터넷에서 불법으로 볼 수 있었기 때문에, 언론과 소셜 미디어에서 집중적으로 다룰 수 있었다. 	이 영화는 주로 무단 액세스 가능성으로 인해 언론인과 온라인 플랫폼 모두로부터 광범위한 조사를 받았습니다.	"Accuracy: 언론인과(mistranslation/minor), 온라인 플랫폼 모두로부터 광범위한 조사를 받았습니다.(mistranslation/major)
Fluency: 주로 무단 액세스 가능성으로 인해(unnaturalness/minor)
Style: -"	31.0	5.0	0.0	36.0
Training	GlobalVoices	Speaker of the National Assembly, 76th Session of the National Assembly (29thJune –30th July 1998) 	제 76회 국민의회 (1998년 6월 29일~7월 30일) 발언 	1998년 6월 29일부터 7월 30일까지 제76회 국회의 의사를 주재한 사람.	"Accuracy: 국회의 의사를 주재한 사람.(mistranslation/major), Speaker of the National Assembly,(omission/major)
Fluency: -
Style: 1998년 6월 29일부터 7월 30일까지(structure/major)"	45.0	0.0	5.0	50.0
Training	GlobalVoices	The statement that Chinese government made at the UN Security Council carried no weight. 	중국이 UN 안보리에서 선언한 건 아무 효과도 없었다. 	유엔 안전 보장 이사회에서 중국 정부의 선언은 의미가 없었습니다.	"Accuracy: that(omission/major)
Fluency: 이사회에서(unnaturalness/minor)
Style: -"	5.0	1.0	0.0	6.0
Training	GlobalVoices	Just got back home. 	방금 막 집에 도착했다. 	최근에 숙소로 돌아왔습니다.	"Accuracy: 최근에(mistranslation/major), 숙소로(mistranslation/minor)
Fluency: -
Style: -"	6.0	0.0	0.0	6.0
Training	GlobalVoices	"""I'm not surprized that people aren't rushing to gain in-depth knowledge of Internet regulation,"" Karen Kazaryan, an analyst with RAEC, told RBC news agency. "	"""사람들이 인터넷 규정을 깊이 숙지하려 하지 않는 점은 별로 놀랍지 않습니다. "" 러시아 전자통신협회 분석가인 카렌 카자르얀은 RBC 뉴스에 이렇게 말했다. "	RBC 뉴스 에이전시에 따르면 RAEC의 분석가인 Karen Kazaryan은 개인이 온라인 거버넌스에 대한 폭넓은 이해를 얻기를 열망하지 않는다는 사실에 놀라지 않는다고 말했습니다.	"Accuracy: 에이전시에 따르면(mistranslation/major), 온라인 거버넌스에(mistranslation/major), Karen Kazaryan(untranslated text/major)
Fluency: 폭넓은 이해를 얻기를 열망하지 않는다는 사실에 놀라지 않는다고(unnaturalness/minor), Karen Kazaryan(untranslated text/major)
Style: RBC 뉴스 에이전시에 따르면(structure/major)"	30.0	18.0	5.0	53.0
